us_code,cn_code,cn_kind,y_col,sample_start,bucket,count,cn_mean,cn_median,cn_pct_down
NDX,SSE50,cn_index,cn_ret_cc,data_start,us_ge_2pct,137,0.003202930751688882,0.0017674428678631227,0.4306569343065693
NDX,SSE50,cn_index,cn_ret_oc,data_start,us_le_-2pct,170,0.001360217167842423,0.001459180596894205,0.4823529411764706
NDX,SSE50,cn_index,cn_ret_oc,data_start,us_in_-2_-1pct,251,0.0011942186811018376,0.0008546822078743244,0.47808764940239046
NDX,SSE50,cn_index,cn_ret_oc,data_start,us_in_-1_0pct,783,0.0009135125364246777,0.00018288107288255695,0.49169859514687103
NDX,SSE50,cn_index,cn_ret_oc,data_start,us_in_0_1pct,1047,0.0007174668143063187,0.0003736451854094991,0.48424068767908307
NDX,SSE50,cn_index,cn_ret_oc,data_start,us_in_1_2pct,374,-0.00016977545311914653,0.0003373202389741481,0.4786096256684492
NDX,SSE50,cn_index,cn_ret_oc,data_start,us_ge_2pct,137,-0.0016292852837987665,-0.003272741775229182,0.6423357664233577
NDX,IF,cn_future,cn_ret_cc,data_start,us_le_-2pct,152,-0.007306154719277997,-0.005133993617257304,0.6842105263157895
NDX,IF,cn_future,cn_ret_cc,data_start,us_in_-2_-1pct,206,-0.0019093693333033564,-0.0025115259396798484,0.616504854368932
NDX,IF,cn_future,cn_ret_cc,data_start,us_in_-1_0pct,615,0.00017263182977699974,-0.0005473120895159722,0.5300813008130081
NDX,IF,cn_future,cn_ret_cc,data_start,us_in_0_1pct,848,0.0012325289394890416,0.000549322118727047,0.47287735849056606
NDX,IF,cn_future,cn_ret_cc,data_start,us_in_1_2pct,317,0.001891537790915623,0.0018747243052492646,0.41324921135646686
NDX,IF,cn_future,cn_ret_cc,data_start,us_ge_2pct,125,0.0023254535239668854,0.0009846153846153616,0.432
NDX,IF,cn_future,cn_ret_oc,data_start,us_le_-2pct,152,-0.001192263019444681,-0.0007051563074010336,0.5263157894736842
NDX,IF,cn_future,cn_ret_oc,data_start,us_in_-2_-1pct,206,0.0004843610656130517,0.00028441514188837225,0.4854368932038835
NDX,IF,cn_future,cn_ret_oc,data_start,us_in_-1_0pct,615,0.000431100990731379,-0.00015800908552243698,0.5073170731707317
NDX,IF,cn_future,cn_ret_oc,data_start,us_in_0_1pct,849,0.0002975397256264225,-0.00016477857878482993,0.5076560659599529
NDX,IF,cn_future,cn_ret_oc,data_start,us_in_1_2pct,317,-0.000463731014387581,0.0007234145165180283,0.47318611987381703
NDX,IF,cn_future,cn_ret_oc,data_start,us_ge_2pct,125,-0.0029122250723304503,-0.0027154089324796793,0.68
NDX,IC,cn_future,cn_ret_cc,data_start,us_le_-2pct,152,-0.006418542787293611,-0.0029276399130820363,0.6052631578947368
NDX,IC,cn_future,cn_ret_cc,data_start,us_in_-2_-1pct,206,-0.0022382395461371064,-0.0012524282366715433,0.5533980582524272
NDX,IC,cn_future,cn_ret_cc,data_start,us_in_-1_0pct,615,0.000618119313980954,5.9106894819471734e-05,0.4959349593495935
NDX,IC,cn_future,cn_ret_cc,data_start,us_in_0_1pct,848,0.0011315963995891956,0.0008024420048606817,0.4658018867924528
NDX,IC,cn_future,cn_ret_cc,data_start,us_in_1_2pct,317,0.0010478524139056868,0.0012358757062147507,0.4637223974763407
NDX,IC,cn_future,cn_ret_cc,data_start,us_ge_2pct,125,0.002576449778793348,0.0024335385863352155,0.392
NDX,IC,cn_future,cn_ret_oc,data_start,us_le_-2pct,152,0.00021703801983385512,-0.00016178478000866692,0.506578947368421
NDX,IC,cn_future,cn_ret_oc,data_start,us_in_-2_-1pct,206,0.0002253624642388558,0.0007151833662292217,0.48058252427184467
NDX,IC,cn_future,cn_ret_oc,data_start,us_in_-1_0pct,615,0.0009308794001111979,0.0004181946857106933,0.46991869918699186
NDX,IC,cn_future,cn_ret_oc,data_start,us_in_0_1pct,849,0.0004505733328490164,0.00025083874204367973,0.48527679623085984
NDX,IC,cn_future,cn_ret_oc,data_start,us_in_1_2pct,317,-0.0011671616134287931,-0.001121238425926041,0.5457413249211357
NDX,IC,cn_future,cn_ret_oc,data_start,us_ge_2pct,125,-0.0025967775020351923,-0.0021796781341955063,0.592
NDX,IM,cn_future,cn_ret_cc,data_start,us_le_-2pct,52,-0.0052655743699551215,-0.001673898494291448,0.5769230769230769
NDX,IM,cn_future,cn_ret_cc,data_start,us_in_-2_-1pct,105,-0.0004067496446231109,0.0001890645088105103,0.49523809523809526
NDX,IM,cn_future,cn_ret_cc,data_start,us_in_-1_0pct,249,0.0004278012904928407,-0.00033667514589241776,0.5100401606425703
