entry_date,exit_date,entry_price,exit_price,us_ret_signal,gross_ret,net_ret
2022-07-22,2022-07-22,4232.2,4224.2,0.013612602567931953,0.0018902698360191428,0.001290269836019143
2022-07-28,2022-07-28,4235.0,4214.8,0.04063530247442659,0.004769775678866495,0.004169775678866495
2022-07-29,2022-07-29,4221.0,4152.4,0.010818261715186184,0.01625207296849096,0.01565207296849096
2022-08-01,2022-08-01,4147.0,4174.0,0.018753789076947358,-0.006510730648661589,-0.007110730648661589
2022-08-04,2022-08-04,4088.0,4091.0,0.025865063124001164,-0.0007338551859099596,-0.0013338551859099594
2022-08-11,2022-08-11,4130.0,4196.0,0.028884026776619276,-0.015980629539951607,-0.016580629539951607
2022-08-15,2022-08-15,4175.2,4182.8,0.020913555422654273,-0.0018202720827744656,-0.0024202720827744655
2022-08-26,2022-08-26,4123.8,4107.4,0.01671060160081872,0.003976914496338413,0.003376914496338413
2022-09-08,2022-09-08,4065.0,4038.8,0.021393862500018734,0.0064452644526444836,0.005845264452644484
2022-09-13,2022-09-13,4102.0,4109.2,0.012722894580624367,-0.0017552413456849436,-0.0023552413456849434
2022-09-29,2022-09-29,3868.2,3837.6,0.020511816797074145,0.007910656119125115,0.007310656119125115
2022-10-14,2022-10-14,3785.4,3841.4,0.022276231502694976,-0.014793680984836577,-0.015393680984836577
2022-10-18,2022-10-18,3862.0,3835.4,0.034337637143730504,0.006887622993267728,0.006287622993267728
2022-10-24,2022-10-24,3721.2,3631.0,0.023068827447088713,0.02423949263678382,0.02363949263678382
2022-10-26,2022-10-26,3632.0,3656.4,0.022506404477259156,-0.006718061674008791,-0.0073180616740087905
2022-10-31,2022-10-31,3513.0,3505.4,0.028702551104384133,0.002163393111300871,0.001563393111300871
2022-11-07,2022-11-07,3762.8,3781.8,0.012792735419803858,-0.005049431274582794,-0.005649431274582794
2022-11-11,2022-11-11,3798.4,3793.2,0.07350128967203373,0.0013689974726200926,0.0007689974726200927
2022-11-14,2022-11-14,3838.8,3794.0,0.018821472256101535,0.011670313639679075,0.011070313639679075
2022-11-16,2022-11-16,3856.0,3838.8,0.014486093508321085,0.004460580912863055,0.003860580912863055
2022-11-23,2022-11-23,3766.4,3780.8,0.013596567147419858,-0.0038232795242141293,-0.004423279524214129
2022-12-01,2022-12-01,3935.0,3905.0,0.04408471681509485,0.007623888182973326,0.007023888182973326
2022-12-09,2022-12-09,3971.6,4005.0,0.011265099700154657,-0.008409708933427407,-0.009009708933427407
2022-12-13,2022-12-13,3963.2,3950.6,0.012642066277416708,0.0031792490916431326,0.002579249091643133
2022-12-14,2022-12-14,3950.8,3960.8,0.010146971954644535,-0.0025311329351016543,-0.003131132935101654
2022-12-22,2022-12-22,3870.0,3855.0,0.0153840971239112,0.003875968992248069,0.003275968992248069
2022-12-30,2022-12-30,3885.0,3879.4,0.025926890283257675,0.0014414414414414267,0.0008414414414414268
2023-01-09,2023-01-09,4008.0,4011.6,0.025623146016223286,-0.0008982035928144505,-0.0014982035928144503
2023-01-11,2023-01-11,4022.0,4017.2,0.010058671170563471,0.0011934361014420691,0.0005934361014420692
2023-01-12,2023-01-12,4029.6,4024.6,0.01759727382956755,0.0012408179471907754,0.0006408179471907755
2023-02-01,2023-02-01,4180.0,4198.0,0.016740425254421876,-0.0043062200956938135,-0.004906220095693813
2023-02-02,2023-02-02,4210.0,4185.6,0.02000660051431602,0.005795724465558094,0.005195724465558094
2023-02-03,2023-02-03,4165.4,4143.8,0.03253966740726111,0.005185576415230098,0.004585576415230098
2023-02-08,2023-02-08,4103.0,4076.4,0.01903990310722814,0.006483061174750171,0.005883061174750171
2023-02-14,2023-02-14,4147.0,4150.0,0.0148205512930355,-0.0007234145165180283,-0.0013234145165180282
2023-03-06,2023-03-06,4132.2,4103.0,0.019717776040358848,0.0070664537050481036,0.006466453705048104
2023-03-15,2023-03-15,4017.2,3986.4,0.021387877573898928,0.007667031763417209,0.007067031763417209
2023-03-17,2023-03-17,3963.4,3974.6,0.024770274348416166,-0.0028258565877781194,-0.0034258565877781193
2023-03-22,2023-03-22,4000.0,4003.2,0.01580837631800458,-0.0007999999999999119,-0.0013999999999999117
2023-03-24,2023-03-24,4034.6,4040.6,0.010063645397946352,-0.0014871362712536307,-0.0020871362712536305
2023-03-30,2023-03-30,4015.0,4052.8,0.01793741577441077,-0.009414694894146924,-0.010014694894146924
2023-04-03,2023-04-03,4071.8,4091.2,0.017350063762167967,-0.004764477626602481,-0.005364477626602481
2023-04-14,2023-04-14,4086.0,4095.0,0.01986150630048855,-0.0022026431718060735,-0.0028026431718060733
2023-04-28,2023-04-28,3999.0,4031.6,0.024285404550123735,-0.008152038009502371,-0.008752038009502371
2023-05-08,2023-05-08,4030.0,4058.0,0.022480841018965192,-0.006947890818858493,-0.007547890818858493
2023-05-11,2023-05-11,4008.0,3990.2,0.01041817405987322,0.004441117764471092,0.003841117764471092
2023-05-18,2023-05-18,3966.0,3953.8,0.012761324433136378,0.00307614725163885,0.00247614725163885
