entry_date,exit_date,entry_price,exit_price,us_ret_signal,gross_ret,net_ret
2024-10-24,2024-10-30,3963.0,3896.0,-0.00919132796037303,0.016906384052485457,0.016306384052485457
2024-11-01,2024-11-07,3891.2,4183.8,-0.018614696372767803,-0.0751953125,-0.0757953125
2024-11-15,2024-11-21,4040.0,3989.2,-0.006049741303805978,0.012574257425742585,0.011974257425742586
2024-11-18,2024-11-22,3997.8,3860.8,-0.0132034891119851,0.034268847866326446,0.03366884786632644
2024-12-10,2024-12-16,4099.0,3911.4,-0.00614421035520607,0.04576726030739198,0.045167260307391974
2024-12-13,2024-12-19,4005.0,3944.8,-0.00541401575910716,0.01503121098626714,0.01443121098626714
2024-12-19,2024-12-25,3910.8,3986.8,-0.02949284501055016,-0.019433364017592325,-0.020033364017592325
2024-12-30,2025-01-06,3987.6,3762.0,-0.011055736181348363,0.056575383689437264,0.05597538368943726
2024-12-31,2025-01-07,4005.8,3789.6,-0.010701995387650376,0.053971740975585436,0.05337174097558543
2025-01-08,2025-01-14,3780.0,3816.8,-0.011103913242403118,-0.00973544973544982,-0.010335449735449819
2025-01-13,2025-01-17,3710.0,3807.2,-0.01541165040341319,-0.026199460916441986,-0.026799460916441985
2025-02-10,2025-02-14,3905.0,3944.4,-0.009464771818677886,-0.01008962868117802,-0.01068962868117802
2025-02-24,2025-02-28,3978.0,3899.8,-0.01706412075481578,0.01965811965811959,0.01905811965811959
2025-02-28,2025-03-06,3955.0,3954.2,-0.0158645645634099,0.00020227560050578575,-0.0003977243994942142
2025-03-04,2025-03-10,3870.0,3917.8,-0.017596741959862383,-0.01235142118863064,-0.01295142118863064
2025-03-05,2025-03-11,3885.0,3930.0,-0.012234824496392016,-0.01158301158301156,-0.01218301158301156
2025-03-07,2025-03-13,3945.2,3904.8,-0.017819013317957988,0.010240292000405438,0.009640292000405438
2025-03-11,2025-03-17,3884.4,3996.0,-0.026973084919999946,-0.02873030583873959,-0.02933030583873959
2025-03-12,2025-03-18,3936.0,3982.2,-0.007567876956201647,-0.011737804878048763,-0.012337804878048763
2025-03-14,2025-03-20,3913.0,3953.6,-0.013890986869465216,-0.010375670840787166,-0.010975670840787165
2025-03-19,2025-03-25,3978.2,3904.4,-0.010653501412243194,0.018551103514152012,0.017951103514152012
2025-03-27,2025-04-02,3890.0,3857.6,-0.011156933709969175,0.008329048843187636,0.0077290488431876365
2025-03-31,2025-04-07,3877.2,3452.6,-0.019737235110379725,0.10951201898277108,0.10891201898277107
2025-04-07,2025-04-11,3683.4,3686.6,-0.05974959788901002,-0.0008687625563337242,-0.001468762556333724
2025-04-09,2025-04-15,3499.6,3690.4,-0.015700528421156545,-0.05452051663047208,-0.055120516630472086
2025-04-11,2025-04-17,3678.2,3710.6,-0.03460758002909314,-0.008808656408025639,-0.009408656408025639
2025-04-17,2025-04-23,3680.0,3734.0,-0.022408373788982527,-0.014673913043478315,-0.015273913043478315
2025-04-22,2025-04-28,3733.2,3730.6,-0.023567493002915385,0.0006964534447658766,9.645344476587661e-05
2025-05-06,2025-05-12,3734.0,3853.0,-0.006381590744347632,-0.031869309051955064,-0.03246930905195507
2025-05-07,2025-05-13,3820.0,3851.0,-0.00769323492744256,-0.008115183246073299,-0.008715183246073299
2025-05-22,2025-05-28,3878.0,3805.0,-0.016135130949455068,0.01882413615265599,0.01822413615265599
2025-05-26,2025-05-30,3846.2,3822.4,-0.006708307815573966,0.006187925744891021,0.005587925744891021
2025-05-27,2025-06-03,3828.2,3824.8,-0.006708307815573966,0.0008881458648972718,0.0002881458648972718
2025-05-29,2025-06-05,3814.6,3852.0,-0.0055712196489426935,-0.009804435589576999,-0.010404435589576998
2025-06-06,2025-06-12,3857.0,3883.6,-0.005277391086345173,-0.006896551724137945,-0.007496551724137945
2025-06-16,2025-06-20,3848.0,3773.6,-0.01129638795672605,0.019334719334719308,0.018734719334719308
2025-06-18,2025-06-24,3806.8,3852.4,-0.008352193285920517,-0.01197856467374181,-0.01257856467374181
2025-07-08,2025-07-14,3921.2,3985.8,-0.007862294539047965,-0.01647454860756925,-0.01707454860756925
2025-08-04,2025-08-08,4018.2,4083.2,-0.01599212201817335,-0.016176397391866937,-0.016776397391866937
2025-08-20,2025-08-26,4201.0,4449.0,-0.005858105422545723,-0.05903356343727695,-0.05963356343727695
2025-09-01,2025-09-05,4517.0,4456.6,-0.006398184617912306,0.013371706885100698,0.012771706885100698
2025-09-02,2025-09-08,4516.0,4453.0,-0.006398184617912306,0.013950398582816659,0.013350398582816659
2025-09-03,2025-09-09,4501.4,4426.2,-0.0069222912676050186,0.016705913715732823,0.016105913715732823
2025-09-24,2025-09-30,4468.8,4618.0,-0.005502162464986027,-0.03338703902613682,-0.033987039026136825
2025-09-26,2025-10-10,4550.0,4592.2,-0.005009061354327882,-0.00927472527472517,-0.00987472527472517
2025-10-13,2025-10-17,4520.0,4485.2,-0.02711167341159504,0.007699115044247806,0.007099115044247806
2025-10-17,2025-10-23,4582.0,4580.8,-0.006294396898028132,0.0002618943692710429,-0.000338105630728957
2025-10-23,2025-10-29,4555.4,4732.6,-0.0053375399149628855,-0.03889888923036411,-0.03949888923036411
2025-10-31,2025-11-06,4691.6,4670.8,-0.009904812502407268,0.004433455537556474,0.0038334555375564745
2025-11-05,2025-11-11,4536.6,4626.8,-0.011736828627771922,-0.019882731561081002,-0.020482731561081
2025-11-07,2025-11-13,4656.0,4677.0,-0.011178186922570998,-0.0045103092783504994,-0.005110309278350499
2025-11-14,2025-11-20,4650.0,4539.2,-0.016556856839035516,0.023827956989247334,0.023227956989247334
2025-11-18,2025-11-24,4571.0,4435.2,-0.009162265082724663,0.02970903522205215,0.02910903522205215
2025-11-19,2025-11-25,4558.6,4473.0,-0.008256446823368235,0.018777694906330966,0.018177694906330966
2025-11-21,2025-11-27,4509.6,4492.6,-0.015567284872171627,0.003769735675004382,0.003169735675004382
2025-12-02,2025-12-08,4555.4,4613.2,-0.005323320479751925,-0.012688238134960672,-0.013288238134960672
2025-12-15,2025-12-19,4511.0,4527.0,-0.010663642950296981,-0.003546885391265686,-0.004146885391265686
2025-12-18,2025-12-24,4516.8,4595.0,-0.011592145347152805,-0.017313142047467256,-0.017913142047467256
2026-01-15,2026-01-21,4725.0,4722.8,-0.005333355198977818,0.0004656084656083914,-0.00013439153439160853
2026-01-21,2026-01-27,4699.0,4718.2,-0.020626757616394098,-0.0040859757395190766,-0.004685975739519076
2026-02-04,2026-02-10,4645.0,4724.0,-0.008403971200268034,-0.017007534983853656,-0.017607534983853656
2026-02-05,2026-02-11,4662.2,4714.8,-0.00507240000704845,-0.011282227274677314,-0.011882227274677314
2026-02-06,2026-02-12,4614.0,4716.8,-0.012251013777953568,-0.022280017338534908,-0.022880017338534907
2026-02-13,2026-02-27,4683.8,4713.8,-0.015661005070654932,-0.006405055723984754,-0.007005055723984754
2026-02-24,2026-03-02,4680.2,4711.2,-0.010385657170643214,-0.00662364856202724,-0.00722364856202724
2026-02-27,2026-03-05,4690.0,4629.0,-0.0053655777442341845,0.013006396588486124,0.012406396588486125
2026-03-04,2026-03-10,4605.8,4664.0,-0.00944402612402273,-0.012636241261018588,-0.013236241261018588
2026-03-06,2026-03-12,4605.0,4658.4,-0.005646699177523806,-0.011596091205211545,-0.012196091205211545
2026-03-09,2026-03-13,4600.0,4583.6,-0.013276804314631963,0.0035652173913042207,0.002965217391304221
2026-03-13,2026-03-19,4580.0,4502.2,-0.01522767836204364,0.01698689956331878,0.01638689956331878
2026-03-16,2026-03-20,4587.2,4486.4,-0.0060591191157428614,0.021974189047785142,0.021374189047785142
2026-03-19,2026-03-25,4515.8,4450.0,-0.013607560756558001,0.014571061605917035,0.013971061605917035
2026-03-23,2026-03-27,4434.4,4427.4,-0.015138174275956762,0.0015785675626917017,0.000978567562691702
2026-03-27,2026-04-02,4357.6,4390.2,-0.017406165406122165,-0.00748118230218453,-0.00808118230218453
2026-03-30,2026-04-03,4387.2,4362.2,-0.01672184980078162,0.005698395331874551,0.005098395331874551
2026-04-22,2026-04-28,4693.0,4702.4,-0.006348207992131094,-0.002002983166417893,-0.002602983166417893
2026-05-18,2026-05-21,4810.0,4743.0,-0.012363315602132108,0.013929313929313958,0.013329313929313958
2026-05-20,2026-05-21,4790.2,4743.0,-0.006678315199230345,0.009853450795373808,0.009253450795373808
