date,IF,IC,IM,IH
2024-07-04,0.0,0.0,0.0,0.0
2024-07-05,0.0,0.0,0.0,0.0
2024-07-08,0.0,0.0,0.0,0.0
2024-07-09,0.0,0.0,0.0,0.0
2024-07-10,0.0,0.0,0.0,0.0
2024-07-11,-0.005894391435885615,-0.01023430632994422,-0.009153719008264293,0.0
2024-07-12,0.0,0.0,0.0,0.0
2024-07-15,0.0,0.0,0.0,0.0
2024-07-16,0.0,0.0,0.0,0.0
2024-07-17,0.0,0.0,0.0,0.0
2024-07-18,0.0,0.0,0.0,-0.007037768240343589
2024-07-19,0.0,0.0,0.0,0.0
2024-07-22,0.0,0.0,0.0,0.0
2024-07-23,0.016536634571297438,0.03317960865087537,0.03101641541038529,0.0
2024-07-24,0.0,0.0,0.0,0.0
2024-07-25,0.0,0.0,0.0,0.008387820243595124
2024-07-26,0.0,0.0,0.0,0.0
2024-07-29,0.0038740095367046264,0.007875653684790419,0.008034323573413094,0.0
2024-07-30,0.0,0.0,0.0,0.0
2024-07-31,0.0,0.0,0.0,0.0
2024-08-01,0.007181649245063971,0.009784725458931321,0.007523775310254766,0.0
2024-08-02,0.0,0.0,0.0,0.0005065713312904402
2024-08-05,0.0,0.0,0.0,0.0029054719562243043
2024-08-06,0.0,0.0,0.0,0.014392759178805826
2024-08-07,-0.0013807807807806986,-0.001953294426118756,-0.00017636094047874748,0.0
2024-08-08,0.0,0.0,0.0,0.0
2024-08-09,0.008695120061967421,0.014504602510460197,0.017212238055322727,0.0
2024-08-12,0.0,0.0,0.0,0.0
2024-08-13,0.0,0.0,0.0,0.0
2024-08-14,0.007802856971370221,0.01446878306878301,0.009719829424306981,0.0
2024-08-15,0.0,0.0,0.0,0.0
2024-08-16,-0.0010799616030717323,0.006712379730596508,0.00860628092062814,0.0
2024-08-19,0.0,0.0,0.0,0.0
2024-08-20,0.009360040555853755,0.018705019305019267,0.018639083441418115,0.0
2024-08-21,0.0,0.0,0.0,0.0
2024-08-22,0.0,0.0,0.0,0.0
2024-08-23,0.0,0.0,0.0,0.0
2024-08-26,0.0012635407273819295,0.0011640573318632448,-0.0026535714285714322,0.0
2024-08-27,0.0,0.0,0.0,0.0
2024-08-28,0.0,0.0,0.0,0.0
2024-08-29,0.0,0.0,0.0,0.0
2024-08-30,0.0,0.0,0.0,0.0
2024-09-02,0.014268540344514902,0.018997663854639902,0.02030199479618382,0.0
2024-09-03,-0.0018872379551305267,-0.008529515418502175,-0.005772413793103292,0.0
2024-09-04,0.0,0.0,0.0,0.004921472392638005
2024-09-05,0.0,0.0,0.0,0.0
2024-09-06,0.0,0.0,0.0,0.0
2024-09-09,0.0,0.0,0.0,0.009156097560975619
2024-09-10,-3.5736677115937835e-05,0.002063706992230841,-0.001181525385819903,0.0
2024-09-11,0.0,0.0,0.0,0.0
2024-09-12,0.0038528065224207493,0.005939991162174186,0.0028790365744871156,0.0
2024-09-13,0.005380484734025793,0.012806730000887768,0.012405586592178764,0.0
2024-09-18,0.0,0.0,0.0,0.0
2024-09-19,0.0,0.0,0.0,0.0
2024-09-20,0.0032781509976856256,0.009598675496688736,0.0072518848985054125,0.0
2024-09-23,0.0,0.0,0.0,0.0
2024-09-24,0.0,0.0,0.0,0.0
2024-09-25,0.0,0.0,0.0,0.0
2024-09-26,0.0,0.0,0.0,0.0
2024-09-27,0.0,0.0,0.0,0.0
2024-09-30,0.0,0.0,0.0,0.0
2024-10-08,0.0,0.0,0.0,0.0
2024-10-09,0.06004947468958925,0.0363532679195077,0.04901983471074382,0.0
2024-10-10,0.0,0.0,0.0,0.0
2024-10-11,0.0,0.0,0.0,0.0
2024-10-14,0.0,0.0,0.0,0.0
2024-10-15,0.0,0.0,0.0,0.0
2024-10-16,0.0,0.0,0.0,0.0
2024-10-17,0.0,0.0,0.0,0.0
2024-10-18,0.0,0.0,0.0,0.0
2024-10-21,0.0,0.0,0.0,0.0
2024-10-22,0.0,0.0,0.0,0.0
2024-10-23,0.0,0.0,0.0,0.0
2024-10-24,0.0,0.0,0.0,0.0
2024-10-25,0.0,0.0,0.0,0.0
2024-10-28,0.0,0.0,0.0,0.0
2024-10-29,0.0,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.0,0.0
2024-10-31,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,-0.00785568740080118
2024-11-04,0.0,0.0,0.0,0.0
2024-11-05,0.0,0.0,0.0,0.0
2024-11-06,0.00412906403940887,5.573770491800248e-05,-0.0007914791766395307,0.0
2024-11-07,-0.04134626865671638,-0.023301812191103787,-0.026912407633489743,0.0
2024-11-08,0.02383537673182772,0.013138019169329041,0.00843726708074526,0.0
2024-11-11,0.0,0.0,0.0,0.0
2024-11-12,0.0,0.0,0.0,0.0
2024-11-13,0.0,0.0,0.0,0.0
2024-11-14,0.0,0.0,0.0,0.0
2024-11-15,0.0,0.0,0.0,0.0
2024-11-18,0.0,0.0,0.0,0.0011843866171004531
2024-11-19,0.0,0.0,0.0,0.0
2024-11-20,-0.005295309738981246,-0.01282752043596742,-0.018823684210526336,0.0
2024-11-21,0.0,0.0,0.0,0.0
2024-11-22,0.0,0.0,0.0,0.0
2024-11-25,0.0,0.0,0.0,0.0
2024-11-26,0.0,0.0,0.0,0.0
2024-11-27,0.0,0.0,0.0,0.0
2024-11-28,0.0,0.0,0.0,0.0
2024-11-29,0.0,0.0,0.0,0.0
2024-12-02,0.0,0.0,0.0,0.0
2024-12-03,0.0,0.0,0.0,0.0
2024-12-04,0.0,0.0,0.0,0.0
2024-12-05,-0.0013661661048115052,-0.006314676795674611,-0.01681235257805642,0.0
2024-12-06,0.0,0.0,0.0,0.0
2024-12-09,0.0,0.0,0.0,0.0
2024-12-10,0.0,0.0,0.0,0.0
2024-12-11,0.0,0.0,0.0,0.0
2024-12-12,-0.011766190976916512,-0.00970897648227893,-0.007689331799384313,0.0
2024-12-13,0.0,0.0,0.0,0.0
2024-12-16,0.0,0.0,0.0,0.0
2024-12-17,-0.004541643204504741,0.007907032706320916,0.01639254376140036,0.0
2024-12-18,0.0,0.0,0.0,0.0
2024-12-19,0.0,0.0,0.0,-0.0032385224274405593
2024-12-20,0.0,0.0,0.0,0.0
2024-12-23,9.167978069979962e-06,0.01534999829229149,0.024636079452946925,0.0
2024-12-24,0.0,0.0,0.0,0.0
2024-12-25,0.0007026052104208042,0.007766479220957346,0.0047364269141531475,0.0
2024-12-26,-0.002005340293113788,-0.009360691159666045,-0.009400000000000141,0.0
2024-12-27,0.0,0.0,0.0,0.0
2024-12-30,0.0,0.0,0.0,0.0
2024-12-31,0.0,0.0,0.0,0.0
2025-01-02,0.0,0.0,0.0,0.0
2025-01-03,0.0,0.0,0.0,0.0
2025-01-06,0.004214560076186414,0.0023335313776457374,0.0036516394033292883,0.0
2025-01-07,-0.009277136012776199,-0.010056088753210912,-0.01198005780346818,0.0
2025-01-08,0.0,0.0,0.0,0.0
2025-01-09,0.0,0.0,0.0,0.0
2025-01-10,0.0,0.0,0.0,0.0
2025-01-13,0.0,0.0,0.0,0.0
2025-01-14,0.0,0.0,0.0,0.0
2025-01-15,0.0,0.0,0.0,0.0
2025-01-16,0.003444542493959469,0.0015796781341955064,0.0017370190798424064,0.0
2025-01-17,0.0,0.0,0.0,0.0
