n_trades,trades_per_year,hit_rate,mean_ret_bps,median_ret_bps,std_ret_bps,best_ret_bps,worst_ret_bps,total_ret_pct,max_dd_pct,sharpe_ann,t_stat,name,family,us_code,cn_fut,threshold,sample_start,sample_used
125,8.9416593374377,0.664,23.1222507233045,21.154089324796793,102.16623858809304,460.353354335588,-413.4626865671638,32.60946858040992,-5.639402801696014,0.6767554495980362,2.5303331670335303,fade_short_NDX_IF_thr0.020,fade_short,NDX,IF,0.02,all,full_history
123,8.798592788038698,0.5691056910569106,21.698770054198146,12.121623976301573,131.14718646702642,492.61598080826684,-346.44902465955045,29.200506145441718,-9.786711016194872,0.4907753582293041,1.8349688461732536,fade_short_SPX_IC_thr0.015,fade_short,SPX,IC,0.015,all,full_history
125,8.9416593374377,0.68,26.82796324572441,41.86005061062859,105.81203384012831,399.5511612856843,-460.1420118343198,38.81358892493773,-5.421209119045267,0.7581614539946602,2.834703546382231,fade_short_NDX_IH_thr0.020,fade_short,NDX,IH,0.02,all,full_history
194,33.83559685489635,0.5309278350515464,17.10071166439062,7.808804304064616,135.05718679616172,713.3359975407332,-309.63530488312085,36.909896125327755,-10.687757297212986,0.7365180693122807,1.7635888731881477,fade_short_NDX_IM_thr0.010,fade_short,NDX,IM,0.01,2022-07-22,im_era
