strategy,n_signal_days,hit_rate,mean_bps_per_trade,total_return_pct,ann_return_pct,sharpe_ann,max_dd_pct
IF,194,0.5257731958762887,5.464002085374465,10.301093061675592,2.617099630572528,0.4295776145129514,-8.444930153752406
IC,194,0.5618556701030928,16.969980154414273,37.23598756042752,8.698280161476756,1.0565238523435283,-9.65024899965783
IM,194,0.5309278350515464,17.10071166439062,36.909896125327755,8.630163514314804,0.9014166436268144,-10.687757297212986
IH,52,0.4807692307692308,14.539963512976831,7.471839000128111,1.9168786902567403,0.45720330460749975,-6.316693950335727
