n_trades,trades_per_year,hit_rate,mean_ret_bps,median_ret_bps,std_ret_bps,best_ret_bps,worst_ret_bps,total_ret_pct,max_dd_pct,sharpe_ann,t_stat,name,family,us_code,cn_fut,threshold,sample_start
51,3.648197009674582,0.45098039215686275,-14.196817986790327,-55.88950646219736,240.99866243477504,607.6986301369861,-545.1832444427137,-8.325718108278457,-23.24003862461722,-0.1125163210844919,-0.4206893040045497,naive_short_SPX_IC_thr0.025,naive_short,SPX,IC,0.025,all
51,3.648197009674582,0.5490196078431373,2.196817986790306,43.88950646219737,240.99866243477504,533.1832444427135,-619.6986301369863,-0.34200888892168546,-11.111509928585296,0.0174107943199579,0.06509753317591357,bounce_long_SPX_IC_thr0.025,bounce_long,SPX,IC,0.025,all
33,2.360598065083553,0.5454545454545454,24.214904719302424,12.121623976301573,151.48029745575434,492.61598080826684,-233.01812191103787,7.916420838019489,-6.481304987972503,0.24560524588829288,0.918297887424025,fade_short_SPX_IC_thr0.025,fade_short,SPX,IC,0.025,all
208,36.277340957827015,0.44711538461538464,-8.743404237618634,-8.88169822542761,143.13413495233624,544.3565837536961,-443.12275575718,-18.38116800195827,-21.936441550896358,-0.36792141220921176,-0.8809860013152248,naive_short_SPX_IM_thr0.005,naive_short,SPX,IM,0.005,all
208,36.277340957827015,0.4951923076923077,-3.256595762381381,-3.1183017745723904,143.13413495233624,431.1227557571799,-556.3565837536961,-8.520673549012747,-22.656594376345783,-0.13703716302338412,-0.3281348088947432,bounce_long_SPX_IM_thr0.005,bounce_long,SPX,IM,0.005,all
282,49.18370264474625,0.5070921985815603,1.1702657687984597,0.8151626524304293,153.29743237638638,713.3359975407332,-1101.3783041651511,-0.021766772646003574,-28.852635968005792,0.053537764258117584,0.12819591164837146,fade_short_SPX_IM_thr0.005,fade_short,SPX,IM,0.005,all
106,18.487491065046463,0.39622641509433965,-13.53032088189929,-34.69652376037535,158.41781853590405,544.3565837536961,-443.12275575718,-14.498970355570984,-14.796044958420252,-0.36723414642244806,-0.879340346788933,naive_short_SPX_IM_thr0.010,naive_short,SPX,IM,0.01,all
106,18.487491065046463,0.5471698113207547,1.5303208818992817,22.69652376037535,158.41781853590405,431.1227557571799,-556.3565837536961,0.2951844145798743,-16.037797147841758,0.04153531078250696,0.0994560961808294,bounce_long_SPX_IM_thr0.010,bounce_long,SPX,IM,0.01,all
128,22.324517512508933,0.5078125,14.84663580135476,0.8151626524304293,142.90506701886903,713.3359975407332,-269.12407633489744,19.383608691775358,-7.788234685575679,0.490875625756082,1.175399257361113,fade_short_SPX_IM_thr0.010,fade_short,SPX,IM,0.01,all
51,8.894924946390278,0.37254901960784315,-16.029958061539002,-29.494860499266856,176.22457274211058,544.3565837536961,-443.12275575718,-8.56611822882355,-12.229538279592877,-0.2712920478274058,-0.6496074663580043,naive_short_SPX_IM_thr0.015,naive_short,SPX,IM,0.015,all
51,8.894924946390278,0.5490196078431373,4.029958061538993,17.494860499266856,176.22457274211058,431.1227557571799,-556.3565837536961,1.2809994379651357,-8.847422043125807,0.06820327108631942,0.16331239519375393,bounce_long_SPX_IM_thr0.015,bounce_long,SPX,IM,0.015,all
