year,n_trades,hit_rate,mean_bps,std_bps,worst_bps,best_bps,return_pct
2022,27,0.6296296296296297,9.035322504340144,107.52902645836257,-246.06805078605086,221.94117647058854,2.314
2023,51,0.43137254901960786,-15.750280907925356,60.902294654855176,-148.6619112696259,108.7066738428426,-7.81
2024,51,0.6078431372549019,66.44657740909716,203.23354134923463,-309.63530488312085,713.3359975407332,38.776
2025,43,0.5813953488372093,7.192271661642984,96.41150305797937,-213.83986655546371,285.0326086956516,2.939
2026,22,0.36363636363636365,8.127525102917552,136.58445845888303,-156.35647897597704,366.84654877352995,1.606
