entry_date,exit_date,entry_price,exit_price,us_ret_signal,gross_ret,net_ret
2022-07-22,2022-07-22,6328.2,6244.8,0.013612602567931953,0.013179103062482156,0.012579103062482156
2022-07-28,2022-07-28,6335.0,6305.6,0.04063530247442659,0.004640883977900523,0.004040883977900523
2022-07-29,2022-07-29,6320.0,6255.2,0.010818261715186184,0.010253164556962013,0.009653164556962014
2022-08-01,2022-08-01,6254.0,6311.4,0.018753789076947358,-0.00917812599936041,-0.009778125999360409
2022-08-04,2022-08-04,6157.0,6124.4,0.025865063124001164,0.005294786421958797,0.004694786421958797
2022-08-11,2022-08-11,6327.4,6426.2,0.028884026776619276,-0.015614628441382061,-0.01621462844138206
2022-08-15,2022-08-15,6401.6,6429.0,0.020913555422654273,-0.004280179955011176,-0.004880179955011176
2022-08-26,2022-08-26,6290.0,6269.0,0.01671060160081872,0.0033386327503974744,0.0027386327503974746
2022-09-08,2022-09-08,6290.2,6269.6,0.021393862500018734,0.003274935614129837,0.002674935614129837
2022-09-13,2022-09-13,6325.0,6292.6,0.012722894580624367,0.005122529644268736,0.004522529644268736
2022-09-29,2022-09-29,5825.0,5790.8,0.020511816797074145,0.0058712446351930625,0.005271244635193063
2022-10-14,2022-10-14,5889.2,5983.8,0.022276231502694976,-0.01606330231610409,-0.01666330231610409
2022-10-18,2022-10-18,6022.6,6035.2,0.034337637143730504,-0.002092119682528981,-0.002692119682528981
2022-10-24,2022-10-24,5943.4,5897.2,0.023068827447088713,0.007773328397886692,0.007173328397886692
2022-10-26,2022-10-26,5871.2,5975.8,0.022506404477259156,-0.01781577871644635,-0.01841577871644635
2022-10-31,2022-10-31,5765.0,5805.0,0.028702551104384133,-0.006938421509106618,-0.007538421509106618
2022-11-07,2022-11-07,6139.0,6136.4,0.012792735419803858,0.00042352174621285155,-0.0001764782537871484
2022-11-11,2022-11-11,6250.0,6139.6,0.07350128967203373,0.017663999999999902,0.017063999999999902
