n_trades,trades_per_year,hit_rate,mean_ret_bps,median_ret_bps,std_ret_bps,best_ret_bps,worst_ret_bps,total_ret_pct,max_dd_pct,sharpe_ann,t_stat,name,family,us_code,cn_fut,threshold,hold_days
83,5.937261800058634,0.4457831325301205,-10.79064795842346,-24.107258880544208,160.49990135385616,620.5949937557691,-387.2113457027078,-9.527200324631547,-21.100707407849896,-0.1638195972488449,-0.6125080493626363,naive_short_SPX_IF_thr0.020,naive_short,SPX,IF,0.02,1
83,5.937261800058634,0.5301204819277109,-1.2093520415765557,12.10725888054421,160.49990135385613,375.2113457027077,-632.5949937557691,-2.047800338757977,-11.24423565941961,-0.018359932151107344,-0.06864628174627259,bounce_long_SPX_IF_thr0.020,bounce_long,SPX,IF,0.02,1
61,4.363529756669598,0.6885245901639344,21.909842052198165,15.984190093082836,128.9648222200728,460.353354335588,-413.4626865671638,13.714719069519399,-7.2269120118037655,0.354884436660796,1.3268838264696374,fade_short_SPX_IF_thr0.020,fade_short,SPX,IF,0.02,1
83,5.937261800058634,0.4457831325301205,-10.79064795842346,-24.107258880544208,160.49990135385616,620.5949937557691,-387.2113457027078,-9.527200324631547,-21.100707407849896,-0.1638195972488449,-0.6125080493626363,multi_day_h1_SPX_IF_thr0.020,multi_day,SPX,IF,0.02,1
83,5.937261800058634,0.5180722891566265,-3.9796143912307502,15.379485874268857,234.07114980170988,661.340748230536,-653.4172185430472,-5.4011770957714145,-30.087468914856807,-0.04142725941671445,-0.15489312806225072,multi_day_h3_SPX_IF_thr0.020,multi_day,SPX,IF,0.02,3
83,5.937261800058634,0.42168674698795183,2.46487751566914,-39.58778625954128,321.1965615144413,1033.810426540285,-752.6835739367928,-2.090661773900493,-36.931017535874254,0.018698964430929214,0.06991389565738008,multi_day_h5_SPX_IF_thr0.020,multi_day,SPX,IF,0.02,5
51,3.648197009674582,0.43137254901960786,-2.0533471618868795,-28.284122562674646,191.78751684048717,620.5949937557691,-387.2113457027078,-1.9409955809932988,-15.786821793869754,-0.02044942907982257,-0.0764587395318481,naive_short_SPX_IF_thr0.025,naive_short,SPX,IF,0.025,1
51,3.648197009674582,0.5490196078431373,-9.946652838113124,16.284122562674646,191.78751684048717,375.2113457027077,-632.5949937557691,-5.828440890998243,-8.039227581376506,-0.09905941653222293,-0.3703750406551593,bounce_long_SPX_IF_thr0.025,bounce_long,SPX,IF,0.025,1
33,2.360598065083553,0.7272727272727273,23.49171571639161,9.974440894568344,133.95663446338688,460.353354335588,-413.4626865671638,7.742361088461958,-4.74449859298044,0.26943966649420076,1.0074128328773302,fade_short_SPX_IF_thr0.025,fade_short,SPX,IF,0.025,1
51,3.648197009674582,0.43137254901960786,-2.0533471618868795,-28.284122562674646,191.78751684048717,620.5949937557691,-387.2113457027078,-1.9409955809932988,-15.786821793869754,-0.02044942907982257,-0.0764587395318481,multi_day_h1_SPX_IF_thr0.025,multi_day,SPX,IF,0.025,1
51,3.648197009674582,0.5098039215686274,-1.5082557879716982,15.379485874268857,257.7111141660146,661.340748230536,-653.4172185430472,-2.401762215450376,-24.823240301704274,-0.01117843468472646,-0.04179525123156606,multi_day_h3_SPX_IF_thr0.025,multi_day,SPX,IF,0.025,3
51,3.648197009674582,0.37254901960784315,0.15527168205428205,-83.12486883525659,334.0907455409182,868.6208291203238,-505.97495115475357,-2.6200804763458097,-30.276147924340925,0.0008877014997022485,0.003319043161685864,multi_day_h5_SPX_IF_thr0.025,multi_day,SPX,IF,0.025,5
481,34.40750513046027,0.45114345114345117,-13.168115686368937,-14.294453084500828,142.82015194014392,607.6986301369861,-545.1832444427137,-49.475133115240986,-52.080211996612235,-0.5408299503757692,-2.0221188643160914,naive_short_SPX_IC_thr0.005,naive_short,SPX,IC,0.005,1
481,34.40750513046027,0.5031185031185031,1.1681156863689133,2.2944530845008306,142.82015194014392,533.1832444427135,-619.6986301369863,0.7026129822783389,-26.60273479011227,0.04797588081231844,0.17937788681149194,bounce_long_SPX_IC_thr0.005,bounce_long,SPX,IC,0.005,1
655,46.85429492817355,0.5099236641221374,4.608842570887949,3.5371669004207242,126.35443756893686,601.359482410027,-520.3255890321009,28.3859117008201,-28.852013053786894,0.24967558621561578,0.9335165563500848,fade_short_SPX_IC_thr0.005,fade_short,SPX,IC,0.005,1
481,34.40750513046027,0.45114345114345117,-13.168115686368937,-14.294453084500828,142.82015194014392,607.6986301369861,-545.1832444427137,-49.475133115240986,-52.080211996612235,-0.5408299503757692,-2.0221188643160914,multi_day_h1_SPX_IC_thr0.005,multi_day,SPX,IC,0.005,1
481,34.40750513046027,0.48232848232848236,-0.29541581302068837,-12.945540647198543,250.61129861147998,1182.3387320684858,-943.4391715653841,-15.117838045427723,-48.196815376258805,-0.00691448252309298,-0.02585268352319541,multi_day_h3_SPX_IC_thr0.005,multi_day,SPX,IC,0.005,3
481,34.40750513046027,0.4781704781704782,5.0809044276470745,-21.244935293718953,319.72356439499964,1347.694277340738,-1036.0911474591092,0.004040406135996655,-52.13744300860663,0.09321653843510501,0.3485289982644367,multi_day_h5_SPX_IC_thr0.005,multi_day,SPX,IC,0.005,5
250,17.8833186748754,0.432,-17.631362615173376,-25.212166307953638,155.35187988167806,607.6986301369861,-545.1832444427137,-37.57537095294157,-43.69457630934954,-0.47994715574176655,-1.7944830844260153,naive_short_SPX_IC_thr0.010,naive_short,SPX,IC,0.01,1
