n_calendar_days,n_active_days,span_yrs,daily_mean_bps,daily_std_bps,ann_return_pct,total_return_pct,sharpe_ann,max_dd_pct,hit_rate_active
926,246,3.7950819672131146,2.2747863715133896,36.98510529486538,5.5319990990600365,22.671824115453344,0.9607461911612217,-7.005560680350165,0.532520325203252
