n_trades,trades_per_year,hit_rate,mean_ret_bps,median_ret_bps,std_ret_bps,best_ret_bps,worst_ret_bps,total_ret_pct,max_dd_pct,sharpe_ann,t_stat,name,family,us_code,cn_fut,threshold,hold_days,sample_start
21,3.662616154395997,0.5238095238095238,28.668962696479483,1.0334902342694687,155.95256337251965,620.5949937557691,-123.39264751312817,5.9465781533708295,-2.7753632863913746,0.35181565869677306,0.8424208542097779,naive_short_SPX_IF_thr0.020,naive_short,SPX,IF,0.02,1,2022-07-22
21,3.662616154395997,0.42857142857142855,-40.668962696479504,-13.033490234269467,155.95256337251965,111.39264751312817,-632.5949937557691,-8.433348837276355,-10.204124051045426,-0.4990755351372873,-1.19503389980695,bounce_long_SPX_IF_thr0.020,bounce_long,SPX,IF,0.02,1,2022-07-22
20,3.488205861329521,0.7,-3.806905555579384,12.804186003788526,126.86677721389485,236.39492636783822,-413.4626865671638,-0.912463588795609,-4.134626865671642,-0.05604349986568054,-0.13419588316404069,fade_short_SPX_IF_thr0.020,fade_short,SPX,IF,0.02,1,2022-07-22
21,3.662616154395997,0.5238095238095238,28.668962696479483,1.0334902342694687,155.95256337251965,620.5949937557691,-123.39264751312817,5.9465781533708295,-2.7753632863913746,0.35181565869677306,0.8424208542097779,multi_day_h1_SPX_IF_thr0.020,multi_day,SPX,IF,0.02,1,2022-07-22
21,3.662616154395997,0.5238095238095238,24.916432931627885,31.70250368188566,165.84694366892563,311.9881533825202,-335.96449057634663,5.07578417092398,-5.96396104171637,0.28752399830175945,0.6884747914644215,multi_day_h3_SPX_IF_thr0.020,multi_day,SPX,IF,0.02,3,2022-07-22
21,3.662616154395997,0.5238095238095238,13.906800367154093,0.9645344476587662,195.98326741322472,346.6349393448258,-390.6778120435013,2.5663917159975735,-7.954780853779586,0.1358013007440949,0.3251755427811739,multi_day_h5_SPX_IF_thr0.020,multi_day,SPX,IF,0.02,5,2022-07-22
10,1.7441029306647604,0.5,56.00953999289327,-13.243981066442638,222.12629347692751,620.5949937557691,-123.39264751312817,5.517928518767956,-2.1518458563448917,0.33300295851930345,0.7973739367070075,naive_short_SPX_IF_thr0.025,naive_short,SPX,IF,0.025,1,2022-07-22
10,1.7441029306647604,0.5,-68.00953999289328,1.2439810664426412,222.12629347692751,111.39264751312817,-632.5949937557691,-6.812174285827743,-8.039227581376496,-0.4043485811175015,-0.9682106770497811,bounce_long_SPX_IF_thr0.025,bounce_long,SPX,IF,0.025,1,2022-07-22
11,1.9185132237312366,0.7272727272727273,-29.257572428096307,9.974440894568344,141.89435735631596,70.23888182973326,-413.4626865671638,-3.2715293535669376,-4.276155513360457,-0.285598263097016,-0.6838636280438644,fade_short_SPX_IF_thr0.025,fade_short,SPX,IF,0.025,1,2022-07-22
10,1.7441029306647604,0.5,56.00953999289327,-13.243981066442638,222.12629347692751,620.5949937557691,-123.39264751312817,5.517928518767956,-2.1518458563448917,0.33300295851930345,0.7973739367070075,multi_day_h1_SPX_IF_thr0.025,multi_day,SPX,IF,0.025,1,2022-07-22
10,1.7441029306647604,0.4,-6.540579628146578,-36.34273645688534,170.9405970392437,279.34944256175976,-335.96449057634663,-0.7831408129811979,-3.883697004837472,-0.05053090503947452,-0.1209960021251827,multi_day_h3_SPX_IF_thr0.025,multi_day,SPX,IF,0.025,3,2022-07-22
10,1.7441029306647604,0.4,-17.762116817229167,-48.90624719929692,186.58803258155783,346.6349393448258,-293.3030583873959,-1.9156802731123523,-6.957111000111027,-0.12571786368372248,-0.30103080262595866,multi_day_h5_SPX_IF_thr0.025,multi_day,SPX,IF,0.025,5,2022-07-22
208,36.277340957827015,0.46153846153846156,-6.20992589978945,-5.830707636027659,135.54044688354034,607.6986301369861,-427.3861386138618,-13.76721484959088,-16.314406126095992,-0.2759530688491633,-0.6607682581351063,naive_short_SPX_IC_thr0.005,naive_short,SPX,IC,0.005,1,2022-07-22
208,36.277340957827015,0.4807692307692308,-5.7900741002105605,-6.169292363972339,135.54044688354034,415.3861386138617,-619.6986301369863,-13.033839165680238,-23.19748625299558,-0.2572959392110195,-0.6160938535190965,bounce_long_SPX_IC_thr0.005,bounce_long,SPX,IC,0.005,1,2022-07-22
282,49.18370264474625,0.5319148936170213,8.486124618712385,8.89798277556187,118.08424318938383,601.359482410027,-353.382630868458,24.579194473727718,-28.85201305378684,0.5039971314933845,1.2068186379329826,fade_short_SPX_IC_thr0.005,fade_short,SPX,IC,0.005,1,2022-07-22
208,36.277340957827015,0.46153846153846156,-6.20992589978945,-5.830707636027659,135.54044688354034,607.6986301369861,-427.3861386138618,-13.76721484959088,-16.314406126095992,-0.2759530688491633,-0.6607682581351063,multi_day_h1_SPX_IC_thr0.005,multi_day,SPX,IC,0.005,1,2022-07-22
208,36.277340957827015,0.5,12.6102150418293,0.29136415659425957,243.49079444682812,1182.3387320684858,-746.9900990099017,22.33747299071198,-26.882224113263586,0.31193037647827077,0.7469157432622618,multi_day_h3_SPX_IC_thr0.005,multi_day,SPX,IC,0.005,3,2022-07-22
208,36.277340957827015,0.5048076923076923,3.5117548059629624,0.5569560405315258,301.4308923077357,1347.694277340738,-1035.2473118279588,-2.0410180374695885,-40.33207942868866,0.07017043190918866,0.1680227520519682,multi_day_h5_SPX_IC_thr0.005,multi_day,SPX,IC,0.005,5,2022-07-22
106,18.487491065046463,0.3867924528301887,-14.893219323651742,-30.369399312265116,140.8462250530136,607.6986301369861,-427.3861386138618,-15.494038915733487,-15.242610012846924,-0.4546554089234164,-1.0886701273477837,naive_short_SPX_IC_thr0.010,naive_short,SPX,IC,0.01,1,2022-07-22
106,18.487491065046463,0.5754716981132075,2.8932193236517363,18.369399312265116,140.8462250530136,415.3861386138617,-619.6986301369863,2.0363634844460465,-12.47206974615256,0.08832326887250033,0.21148963035298257,bounce_long_SPX_IC_thr0.010,bounce_long,SPX,IC,0.01,1,2022-07-22
128,22.324517512508933,0.5703125,17.354587991703415,13.319761685565597,118.60364193051642,601.359482410027,-233.01812191103787,23.7551798215355,-5.996912911177477,0.6913648943624487,1.655469819157339,fade_short_SPX_IC_thr0.010,fade_short,SPX,IC,0.01,1,2022-07-22
106,18.487491065046463,0.3867924528301887,-14.893219323651742,-30.369399312265116,140.8462250530136,607.6986301369861,-427.3861386138618,-15.494038915733487,-15.242610012846924,-0.4546554089234164,-1.0886701273477837,multi_day_h1_SPX_IC_thr0.010,multi_day,SPX,IC,0.01,1,2022-07-22
106,18.487491065046463,0.44339622641509435,-12.523621837580583,-21.267571014293544,241.3743658853208,797.0044383748713,-746.9900990099017,-15.065355643934474,-29.75632235658673,-0.22308881053299087,-0.5341850531326826,multi_day_h3_SPX_IC_thr0.010,multi_day,SPX,IC,0.01,3,2022-07-22
106,18.487491065046463,0.4811320754716981,-10.766768473241012,-21.606499582987432,307.8401386683091,1049.7644110275698,-1035.2473118279588,-15.127491123606596,-33.46670242557187,-0.1503831289446838,-0.3600916582667209,multi_day_h5_SPX_IC_thr0.010,multi_day,SPX,IC,0.01,5,2022-07-22
51,8.894924946390278,0.4117647058823529,-14.687601881344694,-29.225057256217596,158.24697523637212,607.6986301369861,-427.3861386138618,-7.79731921227852,-10.627219664906384,-0.2768130869665344,-0.6628275672623789,naive_short_SPX_IC_thr0.015,naive_short,SPX,IC,0.015,1,2022-07-22
51,8.894924946390278,0.5490196078431373,2.6876018813446865,17.225057256217596,158.24697523637212,415.3861386138617,-619.6986301369863,0.7405116616835627,-7.3815174811909685,0.050652474060930645,0.12128709854562027,bounce_long_SPX_IC_thr0.015,bounce_long,SPX,IC,0.015,1,2022-07-22
48,8.37169406719085,0.5625,7.801526366365124,16.962961614053093,99.44155417379075,327.70104798676186,-233.01812191103787,3.5739285675431054,-5.69883549191097,0.22699607712729564,0.5435409836623029,fade_short_SPX_IC_thr0.015,fade_short,SPX,IC,0.015,1,2022-07-22
51,8.894924946390278,0.4117647058823529,-14.687601881344694,-29.225057256217596,158.24697523637212,607.6986301369861,-427.3861386138618,-7.79731921227852,-10.627219664906384,-0.2768130869665344,-0.6628275672623789,multi_day_h1_SPX_IC_thr0.015,multi_day,SPX,IC,0.015,1,2022-07-22
51,8.894924946390278,0.47058823529411764,-30.294635774855795,-14.325008325007486,242.84938868429774,574.6451612903229,-746.9900990099017,-15.603243790558086,-25.32878393192146,-0.37204876293267136,-0.8908689222032827,multi_day_h3_SPX_IC_thr0.015,multi_day,SPX,IC,0.015,3,2022-07-22
51,8.894924946390278,0.5098039215686274,-37.508574503028775,31.878787878786735,347.97595270405395,1049.7644110275698,-1035.2473118279588,-19.930353409230285,-32.22264631286673,-0.32147889784152006,-0.7697796304271072,multi_day_h5_SPX_IC_thr0.015,multi_day,SPX,IC,0.015,5,2022-07-22
21,3.662616154395997,0.2857142857142857,-16.554686427152127,-50.198895027625085,170.14594277744118,607.6986301369861,-193.91227515030596,-3.6925272273578558,-5.535908901442244,-0.18620659758691466,-0.44587077670088876,naive_short_SPX_IC_thr0.020,naive_short,SPX,IC,0.02,1,2022-07-22
21,3.662616154395997,0.6666666666666666,4.554686427152129,38.198895027625085,170.14594277744118,181.91227515030596,-619.6986301369863,0.6610786610260044,-6.196986301369867,0.05123097114568528,0.12267230695306325,bounce_long_SPX_IC_thr0.020,bounce_long,SPX,IC,0.02,1,2022-07-22
20,3.488205861329521,0.55,-0.47556689077481873,19.5508260085352,100.60554789014263,170.63999999999902,-233.01812191103787,-0.19151646536837985,-3.561648612587043,-0.008828577513411522,-0.021139985178191243,fade_short_SPX_IC_thr0.020,fade_short,SPX,IC,0.02,1,2022-07-22
21,3.662616154395997,0.2857142857142857,-16.554686427152127,-50.198895027625085,170.14594277744118,607.6986301369861,-193.91227515030596,-3.6925272273578558,-5.535908901442244,-0.18620659758691466,-0.44587077670088876,multi_day_h1_SPX_IC_thr0.020,multi_day,SPX,IC,0.02,1,2022-07-22
21,3.662616154395997,0.47619047619047616,7.323184416552557,-12.945540647198543,233.24778376723742,471.87610619469007,-543.4485797045004,0.9975441937854601,-9.062563109869593,0.06008667168438575,0.14387723808112296,multi_day_h3_SPX_IC_thr0.020,multi_day,SPX,IC,0.02,3,2022-07-22
21,3.662616154395997,0.5238095238095238,-26.356469996024597,31.878787878786735,285.3663246567739,470.91069991954936,-595.4326548289297,-6.165363901098719,-13.283887598632315,-0.17675846640183146,-0.42324727332100126,multi_day_h5_SPX_IC_thr0.020,multi_day,SPX,IC,0.02,5,2022-07-22
10,1.7441029306647604,0.3,-2.699180866250872,-76.36421129214875,237.58128334285513,607.6986301369861,-190.5070422535211,-0.5159493829997586,-3.1055502051110517,-0.015003957270283039,-0.03592690145452807,naive_short_SPX_IC_thr0.025,naive_short,SPX,IC,0.025,1,2022-07-22
10,1.7441029306647604,0.7,-9.300819133749139,64.36421129214877,237.58128334285513,178.5070422535211,-619.6986301369863,-1.1854445417156079,-6.196986301369867,-0.051700534264395144,-0.1237966735177417,bounce_long_SPX_IC_thr0.025,bounce_long,SPX,IC,0.025,1,2022-07-22
11,1.9185132237312366,0.5454545454545454,-3.40981738192157,19.313117996044188,114.38821609233804,170.63999999999902,-233.01812191103787,-0.4399837318156963,-2.7787480571886958,-0.04128879721981512,-0.09886582067454176,fade_short_SPX_IC_thr0.025,fade_short,SPX,IC,0.025,1,2022-07-22
10,1.7441029306647604,0.3,-2.699180866250872,-76.36421129214875,237.58128334285513,607.6986301369861,-190.5070422535211,-0.5159493829997586,-3.1055502051110517,-0.015003957270283039,-0.03592690145452807,multi_day_h1_SPX_IC_thr0.025,multi_day,SPX,IC,0.025,1,2022-07-22
10,1.7441029306647604,0.5,41.660035138293644,-27.375629274701932,235.7754045368019,471.87610619469007,-279.22038438357896,3.9890600792415576,-4.25176477200927,0.23334966898868517,0.5587546279412383,multi_day_h3_SPX_IC_thr0.025,multi_day,SPX,IC,0.025,3,2022-07-22
10,1.7441029306647604,0.6,10.738356993922437,83.88922694898649,284.1702751760567,470.91069991954936,-448.5674496527177,0.7123431263481583,-8.08109237170964,0.04990513628949989,0.11949760194923781,multi_day_h5_SPX_IC_thr0.025,multi_day,SPX,IC,0.025,5,2022-07-22
208,36.277340957827015,0.44711538461538464,-8.743404237618634,-8.88169822542761,143.13413495233624,544.3565837536961,-443.12275575718,-18.38116800195827,-21.936441550896358,-0.36792141220921176,-0.8809860013152248,naive_short_SPX_IM_thr0.005,naive_short,SPX,IM,0.005,1,2022-07-22
208,36.277340957827015,0.4951923076923077,-3.256595762381381,-3.1183017745723904,143.13413495233624,431.1227557571799,-556.3565837536961,-8.520673549012747,-22.656594376345783,-0.13703716302338412,-0.3281348088947432,bounce_long_SPX_IM_thr0.005,bounce_long,SPX,IM,0.005,1,2022-07-22
282,49.18370264474625,0.5070921985815603,1.1702657687984597,0.8151626524304293,153.29743237638638,713.3359975407332,-1101.3783041651511,-0.021766772646003574,-28.852635968005792,0.053537764258117584,0.12819591164837146,fade_short_SPX_IM_thr0.005,fade_short,SPX,IM,0.005,1,2022-07-22
208,36.277340957827015,0.44711538461538464,-8.743404237618634,-8.88169822542761,143.13413495233624,544.3565837536961,-443.12275575718,-18.38116800195827,-21.936441550896358,-0.36792141220921176,-0.8809860013152248,multi_day_h1_SPX_IM_thr0.005,multi_day,SPX,IM,0.005,1,2022-07-22
208,36.277340957827015,0.4807692307692308,11.216653469821695,-15.254746408325907,288.9810747992997,1117.926534194195,-909.463919111145,15.94393555934268,-33.356522510491246,0.2337822985375178,0.5597905572555674,multi_day_h3_SPX_IM_thr0.005,multi_day,SPX,IM,0.005,3,2022-07-22
208,36.277340957827015,0.5,5.188979402877016,3.0191309057446882,329.88592501372415,1197.8488058672347,-925.2264811041473,-0.46345722644555165,-39.67681908559708,0.094740546151583,0.22685576904951302,multi_day_h5_SPX_IM_thr0.005,multi_day,SPX,IM,0.005,5,2022-07-22
106,18.487491065046463,0.39622641509433965,-13.53032088189929,-34.69652376037535,158.41781853590405,544.3565837536961,-443.12275575718,-14.498970355570984,-14.796044958420252,-0.36723414642244806,-0.879340346788933,naive_short_SPX_IM_thr0.010,naive_short,SPX,IM,0.01,1,2022-07-22
106,18.487491065046463,0.5471698113207547,1.5303208818992817,22.69652376037535,158.41781853590405,431.1227557571799,-556.3565837536961,0.2951844145798743,-16.037797147841758,0.04153531078250696,0.0994560961808294,bounce_long_SPX_IM_thr0.010,bounce_long,SPX,IM,0.01,1,2022-07-22
128,22.324517512508933,0.5078125,14.84663580135476,0.8151626524304293,142.90506701886903,713.3359975407332,-269.12407633489744,19.383608691775358,-7.788234685575679,0.490875625756082,1.175399257361113,fade_short_SPX_IM_thr0.010,fade_short,SPX,IM,0.01,1,2022-07-22
106,18.487491065046463,0.39622641509433965,-13.53032088189929,-34.69652376037535,158.41781853590405,544.3565837536961,-443.12275575718,-14.498970355570984,-14.796044958420252,-0.36723414642244806,-0.879340346788933,multi_day_h1_SPX_IM_thr0.010,multi_day,SPX,IM,0.01,1,2022-07-22
106,18.487491065046463,0.42452830188679247,-13.071415118718493,-58.3298964798824,297.576160384246,1111.01901399464,-909.463919111145,-16.859205990044778,-36.12464682352214,-0.1888702085477823,-0.45224877996898843,multi_day_h3_SPX_IM_thr0.010,multi_day,SPX,IM,0.01,3,2022-07-22
106,18.487491065046463,0.5094339622641509,0.4843863474963313,16.372291629834674,331.2968774001685,1015.0895147428256,-925.2264811041473,-5.094978036000275,-30.639786869820394,0.006286566877862413,0.015053153287472837,multi_day_h5_SPX_IM_thr0.010,multi_day,SPX,IM,0.01,5,2022-07-22
51,8.894924946390278,0.37254901960784315,-16.029958061539002,-29.494860499266856,176.22457274211058,544.3565837536961,-443.12275575718,-8.56611822882355,-12.229538279592877,-0.2712920478274058,-0.6496074663580043,naive_short_SPX_IM_thr0.015,naive_short,SPX,IM,0.015,1,2022-07-22
51,8.894924946390278,0.5490196078431373,4.029958061538993,17.494860499266856,176.22457274211058,431.1227557571799,-556.3565837536961,1.2809994379651357,-8.847422043125807,0.06820327108631942,0.16331239519375393,bounce_long_SPX_IM_thr0.015,bounce_long,SPX,IM,0.015,1,2022-07-22
48,8.37169406719085,0.5,-5.094641523547028,-1.2930971900283414,105.57664276372223,285.0326086956516,-269.12407633489744,-2.672061852750862,-10.115479202352573,-0.1396215509173858,-0.3343231129211731,fade_short_SPX_IM_thr0.015,fade_short,SPX,IM,0.015,1,2022-07-22
51,8.894924946390278,0.37254901960784315,-16.029958061539002,-29.494860499266856,176.22457274211058,544.3565837536961,-443.12275575718,-8.56611822882355,-12.229538279592877,-0.2712920478274058,-0.6496074663580043,multi_day_h1_SPX_IM_thr0.015,multi_day,SPX,IM,0.015,1,2022-07-22
51,8.894924946390278,0.45098039215686275,-20.005834434694567,-29.59312582106643,320.00965281098115,1111.01901399464,-909.463919111145,-11.979381739200356,-27.821056718747727,-0.18645100802719913,-0.4464560162909769,multi_day_h3_SPX_IM_thr0.015,multi_day,SPX,IM,0.015,3,2022-07-22
51,8.894924946390278,0.5294117647058824,-32.92692551761909,29.31250000000097,353.6439656297108,1015.0895147428256,-925.2264811041473,-18.10456493736543,-32.99172405831931,-0.2776873354955473,-0.6649209510399254,multi_day_h5_SPX_IM_thr0.015,multi_day,SPX,IM,0.015,5,2022-07-22
21,3.662616154395997,0.2857142857142857,-27.762915698620038,-59.12843029637637,182.23855640024405,544.3565837536961,-216.98109810981035,-5.979892621280691,-7.40834262583876,-0.2915550117109371,-0.6981270331300415,naive_short_SPX_IM_thr0.020,naive_short,SPX,IM,0.02,1,2022-07-22
21,3.662616154395997,0.6666666666666666,15.762915698620036,47.12843029637637,182.23855640024408,204.98109810981038,-556.3565837536961,3.0144312671657847,-5.972611190631993,0.16553582199358519,0.3963747068073092,bounce_long_SPX_IM_thr0.020,bounce_long,SPX,IM,0.02,1,2022-07-22
20,3.488205861329521,0.4,-19.666188970702212,-5.61089494163402,116.78607667955535,221.94117647058854,-269.12407633489744,-3.9856403856038725,-5.609904985974879,-0.31450691073286663,-0.7530852417879889,fade_short_SPX_IM_thr0.020,fade_short,SPX,IM,0.02,1,2022-07-22
21,3.662616154395997,0.2857142857142857,-27.762915698620038,-59.12843029637637,182.23855640024405,544.3565837536961,-216.98109810981035,-5.979892621280691,-7.40834262583876,-0.2915550117109371,-0.6981270331300415,multi_day_h1_SPX_IM_thr0.020,multi_day,SPX,IM,0.02,1,2022-07-22
21,3.662616154395997,0.47619047619047616,33.421582741412266,-1.1474818897090286,300.8784077347848,620.7254038179149,-520.320987654322,6.302304541158521,-12.026695369492103,0.21258454800348545,0.5090326484735808,multi_day_h3_SPX_IM_thr0.020,multi_day,SPX,IM,0.02,3,2022-07-22
21,3.662616154395997,0.5238095238095238,-17.18095896797631,29.31250000000097,335.88272652669974,612.5022026431719,-752.4324917672883,-4.637443937008334,-14.327458656350512,-0.09789385565918828,-0.23440635306508747,multi_day_h5_SPX_IM_thr0.020,multi_day,SPX,IM,0.02,5,2022-07-22
10,1.7441029306647604,0.3,-33.67191292954785,-130.50154001212633,247.15534002084098,544.3565837536961,-216.98109810981035,-3.577996939526662,-4.334920020867672,-0.1799218249107613,-0.4308219196205319,naive_short_SPX_IM_thr0.025,naive_short,SPX,IM,0.025,1,2022-07-22
10,1.7441029306647604,0.7,21.671912929547844,118.50154001212633,247.155340020841,204.98109810981038,-556.3565837536961,1.9024740886408376,-5.563565837536966,0.11580126533796337,0.2772855569474829,bounce_long_SPX_IM_thr0.025,bounce_long,SPX,IM,0.025,1,2022-07-22
11,1.9185132237312366,0.36363636363636365,-20.784399435769014,-15.014423076922904,133.10635879061334,221.94117647058854,-269.12407633489744,-2.3496980851954397,-3.6724873181508078,-0.2162823478524301,-0.5178870119177322,fade_short_SPX_IM_thr0.025,fade_short,SPX,IM,0.025,1,2022-07-22
10,1.7441029306647604,0.3,-33.67191292954785,-130.50154001212633,247.15534002084098,544.3565837536961,-216.98109810981035,-3.577996939526662,-4.334920020867672,-0.1799218249107613,-0.4308219196205319,multi_day_h1_SPX_IM_thr0.025,multi_day,SPX,IM,0.025,1,2022-07-22
10,1.7441029306647604,0.5,62.08988582218053,-40.236786718432334,322.86449003352527,620.7254038179149,-342.9782843061753,5.8994930372000765,-4.238630347223893,0.2539724654917572,0.6081358121405638,multi_day_h3_SPX_IM_thr0.025,multi_day,SPX,IM,0.025,3,2022-07-22
10,1.7441029306647604,0.6,12.628150599918834,116.94444602459932,320.6856335958382,612.5022026431719,-490.1871406168319,0.804644710389657,-7.745401645140104,0.052005144096119615,0.12452606025280798,multi_day_h5_SPX_IM_thr0.025,multi_day,SPX,IM,0.025,5,2022-07-22
208,36.277340957827015,0.5048076923076923,0.22721594668196815,3.788388843405827,125.35792672760752,853.8562628336758,-404.9614885331028,-1.1292965516632503,-19.50905879898147,0.010917035706816765,0.026140787990058784,naive_short_SPX_IH_thr0.005,naive_short,SPX,IH,0.005,1,2022-07-22
208,36.277340957827015,0.4375,-12.227215946681984,-15.788388843405825,125.35792672760752,392.96148853310274,-865.8562628336759,-23.738718483715658,-25.027333749245496,-0.5874805665454639,-1.4067193101471052,bounce_long_SPX_IH_thr0.005,bounce_long,SPX,IH,0.005,1,2022-07-22
282,49.18370264474625,0.5106382978723404,3.137357252628437,0.7057866688846618,90.18124518051226,536.177258478198,-460.1420118343198,8.013094952576072,-14.14147024351382,0.24398232042574722,0.5842144592043053,fade_short_SPX_IH_thr0.005,fade_short,SPX,IH,0.005,1,2022-07-22
208,36.277340957827015,0.5048076923076923,0.22721594668196815,3.788388843405827,125.35792672760752,853.8562628336758,-404.9614885331028,-1.1292965516632503,-19.50905879898147,0.010917035706816765,0.026140787990058784,multi_day_h1_SPX_IH_thr0.005,multi_day,SPX,IH,0.005,1,2022-07-22
208,36.277340957827015,0.5384615384615384,10.579402413585216,17.00025750974155,193.2961172186717,1170.2063655030806,-475.75088967971425,19.93290865637407,-24.919711381409073,0.329652011390927,0.7893501103862701,multi_day_h3_SPX_IH_thr0.005,multi_day,SPX,IH,0.005,3,2022-07-22
208,36.277340957827015,0.5336538461538461,21.56257544040589,19.30196450548139,238.99875467468087,1271.5924024640663,-722.5729121592391,47.63087430654913,-24.611798460034006,0.5434038577589738,1.301177849018811,multi_day_h5_SPX_IH_thr0.005,multi_day,SPX,IH,0.005,5,2022-07-22
