us,cn_fut,down_thr,up_thr,n_trades,hit_rate,mean_ret_bps,total_ret_pct,max_dd_pct,sharpe_ann,t_stat,span_yrs
NDX,IH,0.015,0.02,363,0.5509641873278237,4.419359603274489,14.262213157599035,-19.106109726066645,0.22800801093590456,0.6899031502670812,9.155373032169747
NDX,IF,0.015,0.02,363,0.5399449035812672,3.0090206437728355,8.377845963705122,-21.054527913398292,0.15060975401993207,0.45571268892175204,9.155373032169747
SPX,IF,0.015,0.015,272,0.5661764705882353,9.246218314424148,25.52270456466148,-9.962441998007188,0.38390765704105395,1.1448264958968777,8.892539356605065
SPX,IH,0.015,0.015,272,0.5698529411764706,9.067268050312384,25.115752472733675,-11.821444453120279,0.3898098284571807,1.1624269841824875,8.892539356605065
SPX,IC,0.015,0.015,272,0.5477941176470589,17.19137772378864,54.347065862236256,-14.441988219967838,0.6074547928783962,1.8114521270732833,8.892539356605065
NDX,IC,0.015,0.02,363,0.5234159779614325,7.867939707717222,27.72944469142096,-22.449983790796157,0.3306131814185594,1.0003643049392899,9.155373032169747
